Name,stars,Title,Reviews
Lars1990,,Gutes Objektiv mit kleinen Abstrichen,"Ich habe mir das Objektiv für meine Nikon D7100 gekauft und glaube, dass ich jetzt nach ein paar Monaten testens mal eine Rezension verfassen kann, was ich nicht oft tue. Da mir die Fotografie jedoch sehr am Herzen liegt muss ich einfach mal etwas schreiben. Zur Verarbeitungsqualität wurde in den vorhergehenden Rezensionen denke ich bereits mehr als genug gesagt und diese wurde sehr gelobt. Kein Wunder, denn (um das hier noch einmal kurz zu sagen) die Verarbeitung ist wirklich ein Traum. Ein extrem solides, hochwertiges Stück schwarz schimmernden Metalls mit einer wunderbaren Gummierung des Fokus- und Zoomringes, welche auch für einen sehr sehr angenehmen Widerstand beim Drehen sorgen. Auch der Autofokusschalter an der Seite des Objektives hat einen sehr schönen festen Sitz, da wackelt nichts. Der einzige Wermutstropfen ist hier an der Stelle wirklich das fehlende ""weather sealing"". Natürlich wusste ich das schon vor dem Kauf, nur verstehe ich dies persönlich nicht, dass Sigma so top verarbeiteten Objektiven wie den aus der Art-Serie keinerlei Schutz gegen spritzwasser oder ähnliches spendiert, so wie es nur in der Sportserie der Fall ist. Ich persönlich würde gerne einen Aufpreis bezahlen, wenn mein Objektiv dafür gegen äußere Einflüsse in einem gewissen Maß geschützt wäre.Zur Abbildungsleistung muss hier auch nicht mehr viel hinzugefügt werden. Schon die Schärfe bei Offenblende ist unglaublich, sofern der Fokus trifft. Genau an dieser Stelle muss ich einen halben Stern (wenn man so will) abziehen, denn der Autofkus ist zumindest an meinem Exemplar nicht der Treffsicherste. Dabei kommt es hier auf die jeweilige Aufnahmesituation an. Wenn es sich um sehr kontrasreiche Objekte handelt, trifft er Autofokus fast immer. Wird das Licht auch nur etwas schwächer bzw. die Szene etwas kontrastärmer sind nur noch ca. 70% der Aufnahmen scharf. Das kann das 16-35mm Objektiv (welches ich auch besitze) bei gleicher Blende und Brennweite besser. Dies ist von der Abbildungsleistung her jedoch an der Nikon D7100 nicht so gut wie das Sigma. Was nützt einem die Schärfe des Sigmas jedoch, wenn der Autofokus doch recht unzuverlässig ist. Die AF-Geschwindigkeit ist hier jedoch wirklich in Ordnung und auch chromatische Aberrationen (Farbsäume) sind sehr gut kontrolliert. Natürlich sind auch diese vorhanden aber in dem geringen Maße, dass sie ohne Probleme über Software entfernt werden können.Des Weiteren ist mir aufgefallen, dass nur die sich im Zentrum des AF-Moduls befinden Fokuspunkte wirklich verwendet werden können. Dies sind zum einen natürlich die Kreuzsensoren aber auch die, die direkt daneben liegen. Bei allen anderen Fokuspunkten, die weiter am Rand liegen taucht hier doch ein extrem starker Fehlfolkus auf. Da ich jedoch Landschaftsfotograf bin ist diese Tatsache nicht so tragisch, da ich ohnehin die meiste Zeit mit dem zentralen Fokuspunkt arbeite, spricht fokussiere und dann meine Komposition aufbaue. Jedoch sollte so etwas nicht vorkommen. Bei meinen anderen Objektiven klappt dies ja auch.Den anderen halben Stern muss ich an der Stelle abziehen, was die sogenannten ""flares"" (Streulicht) bei Gegenlichtaufnahmen angeht. Diese sind doch gerade bei Aufnahmen von Sonnenuntergängen / Sonnenaufgängen zum Teil sehr kontrastreich und für mich recht störend. Es gibt natürlich tricks, wie man so etwas auf seinen Aufnahmen komplett vermeiden kann, sofern man mit einem Stativ fotografiert, aber das sorgt doch für einen gewissen Mehraufwand sowohl bei der Aufnahme als auch bei der Nachbearbeitung.Ich kann hier für diese Dinge auch nur insgesamt einen Stern abziehen. Denn jedes mal, wenn man das Objektiv in die Hand nimmt und auch dessen Abbildungsleistung sieht lässt sich das doch sehr verschmerzen. Für die Landschaftsfotografie ist es Abbildungstechnisch in diesem Brennweitenbereich wohl mit das Beste, was es an der Nikon D7100 und natürlich an vielen anderen Kameras momentan zu kaufen gibt, was auch gewisse Vergleichsseiten im Internet bestätigen. Ich sage hier deswegen explizit im Landschaftsbereich, weil die oben genannten Fehler (seitlicher Fehlfokus und Treffunsicherheit) nun alle nicht so tragisch sind. Sie dürften meiner Meinung nach nicht vorkommen, sind aber auch nicht tragisch.. Bei jedoch anderen Einsatzgebieten sähe das sicherlich anders aus. Des Weiteren möchte ich hier natürlich auch nicht pauschalisieren. Es gibt mit Sicherheit genug Leute, die diese Fehler nicht an ihrer Objektiv-Kamera-Kombination feststellen können. Bei mir war es jedoch so."
Amazon Kunde,,Tolles Objektiv / leider ohne Garantie,"Ein tolles Objektiv nach den ersten 3 Videos damit! Ich bin sehr begeistert und habe es für meine Canon 90d geholt um noch bessere Qualität herauszubekommen.Leider kann man das Objektiv nicht bei Sigma in Deutschland registrieren und hat somit keinerlei Garantie. Ich habe mich ebenfalls mit Sigma in Kontakt gesetzt die mir das nochmal bestätigt haben und so keine Garantie ansprechen konnten.. leider.Ich habe jetzt nochmal den Verkäufer hier um eine Garantie gebeten die mir ausgehändigt wird, da ich sonst das Objektiv in Deutschland kaufen würde und dieses zurück schicken will. Deshalb nur 4 Sterne weil es ein wenig komplizierter ist. Sollte sich das ändern und ich eine Garantie vom Verkäufer bekommen gebe ich gerne 5 Sterne da es super viel spass macht mit dem Objektiv zu arbeiten."
James,,Awesome lens!,"Brilliant lens! Super sharp even wide open and perfect for astrophotography despite being a little too long for astrophotography. It doesn't have any stabilisation, but that definitely isn't a deal breaker.Probably one of the best fast standard zooms sort of equivalent (in both focal length and DOF equivalent with crop factor taken into consideration).Build quality feels exceptional, rings are incredibly smooth, comes with a nice padded case and overall a brilliant lens.My only complaint would be the rubbish rear lens cap that comes with it - the one for the front element is fine, but I just used a spare canon one for the rear and it works much better.Absolutely recommended."
Julia Ha,,Perfektes Objektiv,"Ich bin trotz diesem Preis mit dem Objektiv äußerst zufrieden, ich wollte ein Objektiv mit dem man die Blende möglichst weit öffnen und gleichzeitig Zoomen kann. Beides ist bei diesem Objektiv optimal gegeben!! Bildqualität ist extrem gut!! Super schöne Hintergrundunschärfe mit Blende 1,8!!"
lara,,Messa a fuoco automatica fuori gioco,"Sarebbe l'obbiettivo perfetto 🤩per quel che volevo, ottimo dettaglio, ottima luminosità ecc ecc peccato che la messa fuoco automatica non funzionasse 😡 così lo riconsegnato e non ho osato provare a fare un secondo acquisto tanto è palese che è caratteristica di questo obbiettivo e che sigma non abbia ancora risolto...peccato veramente"
Miguel Francisco Gamez Lopez,,Mi lente favorito para sensores Aps-c,Uso este lente con mis a6000 y 6300. Utilizo el adaptador LA EA1. Me permite autofocus sin glitches ni problemas en modo fotográfico. En modo video no funciona muy bien. Asombrosamente nítido en f1.8. Perfecto para fotografía de calle con su distancia focal equivalente a un 22mm a 52mm. Mucho potencial para fotografía panorámica. Lo recomiendo muchísimo.
Giuseppe Nappo,,LA MIGLIORE OTTICA QUALITA' - PREZZO,"Senza parole!Era da tempo che nesentivo parlare benissimo e alla fine mi sono deciso e l'ho presa!Io la uso su Panasonic GH4 con adattatore Metabones Speedbooster ed è subito diventata l'ottica migliore in assoluto!Luminosa, Nitida e bei coloriLa messa a fuoco è veramente veloce e precisa MA SOPRATTUTTO SILENZIOSA!!Consigliato!Come al solito spedizione e imballaggio ottimi!"
Rak Andrhea,,MIGLIOR OBIETTIVO CHE POSSIEDO,"Questo obiettivo è semplicemente magnifico! L'apertura a 1.8 lo rende luminosissimo e veloce, questo piccolo zoom è un semi-dio, Sigma si conferma top class, anche nella solidità dei materiali. Gli obiettivo ART possono soffrire di fronte/back focus, ma è aggiustabile e un prezzo che vale la pena pagare per questa qualità!"
Cherokee44,,Tout le savoir faire de SIGMA,"Très belles qualités optiques pour ce Sigma Objectif 18-35 mm F1,8 DC HSM ART, bonne qualité de construction (on sent que c'est du solide, fait pour durer), l'ouverture à f1.8 est juste exceptionnelle, avec de superbes effets bokeh.Le seul petit défaut c'est son poids assez généreux de 810 g, couplé avec un boîtier reflex + grip batterie, on flirte avec les 1.5 kgs, rendant un peu compliqué les longues séries de photos à main levée (pied photo conseillé). Mais bon, cela vaut le coup pour cette objectif exceptionnel, mariant à la fois, un petit zoom léger et 3 focales fixes."
Toni,,"Super, mit kleinen Abstrichen!","Großartiges Objektiv. Keine Frage. Alles, was man so liest über die optischen Qualitäten und die Verarbeitung kann ich nur bestätigen. Es macht einfach Spaß, damit zu fotografieren. Ärgerlich ist, das Sigma auch bei diesem Objektiv Probleme mit der Fokussierung hat, was die äußeren Fokusfelder an Nikonkameras betrifft. Dieses Phänomen habe ich an meiner D7100 auch schon mit den Sigma 30mm f/1,4 gehabt und hier das Gleiche. Die seitlichen Fokusfelder sind nicht nutzbar, was schon sehr ärgerlich ist. Sigma streitet übrigens ab, dass es am Objektiv liegt, weil das ja nur passiv am Fokusiervorgang beteiligt ist. Andere Objektive funktionieren jedoch einwandfrei an der Kamera, so dass ich ein Problem der Kamera selbst weitgehend ausschließen kann.Ich habe das Objektiv trotzdem behalten ih der Hoffnung, dass es irgendwann eine Justierungsmöglichkeit seitens Sigma gibt. Die optische Qualität und auch die Verarbeitung des Objektivs sind jedenfalls unschlagbar. Mit dem Gewicht muss man allerdings klarkommen, das sei hier auch noch erwähnt, aber keinesfalls als Kritik."
Cliente Amazon,,"Obiettivo sigma 18-35, favoloso a dir poco!!","Obiettivo fantastico da tutti i punti di vista. Materiale di alta qualità, sia al tatto che da un punto di vista visivo. In merito alla qualità dell'immagine sono rimasto impressionato, sia per la sua nitidezza che la sua luminosità. Sul mio corpo macchina ( nikon d 5100) non ho avuto nessun problema di messa a fuoco con Af ( avevo letto sui vari forum che esisteva questo problema, che in realtà é facilmente risolvibile con l'accessorio apposito da connettere al computer via usb). A questo prezzo penso che non si possa trovare obiettivo migliore.Consigliatissimo al 100%"
Jonathan Maman,,Amazing for the price,"Amazing for the price. As an amateur who's been getting into photography for a few years it really stepped up my game. I wouldn't recommend this lens to an amateur just starting out because there is a learning curve and in some respects its not very forgiving. On the other hand, if you know what you're doing you'll have a lot of fun."
Davide T.,,Qualità ART,Acquistata perchè ero curioso di provare la serie ART e devo dire che sono rimasto sbalordito in senso positivo!E' ottima sotto tutti i punti di vista e ha la stessa qualità di un fisso. Provata in molte circostanze e non mi ha mai deluso. Peccato solo per il peso ma la qualità è davvero eccellente. Rimane la miglior lente che abbia mai avuto per APS-C.Super!
igor a.,,Problema de foco,El producto me llego y cuando enfocaba bien se veia perfecto.pero tenia problemas con el foco en algunos puntos sobre todo en infinito... Supuestsmente se puede solicionar con el dock pero siendo un objetivo tan caro tendria que venir perfecto
LukasFilmmaker,,Best S35 lens!,"It’s the best lens for the price and delivers an astoundingly image.Pros:+ sharp even when shooting at low stops like 1.8+ fast down to f1.8+ big manual focus ring which allows an easier follow focus setup+ stop and focus indicator right on the lensCons:- not full frame but that’s okay for me personally because I prefer to shoot S35 anyways- heavyAll in all it’s a perfect lens, that can be used for video as well as photography. It is one of the best in the whole industry, when it comes to photo and video lenses under 1000$/€"
Anonymous User,,Amazing!,Amazing quality. I wish it had a larger focal range but getting 1.8 throughout provides such flexibility it really is amazing. It is quite bulky ... heavier than my actual camera body which is to be expected given the specs to be honest. On the other hand it feels like a rock and the zoom ring is very smooth.
Jose Ignacio,,A really amazing lens,"This Lens are awesome. I have also tried the Sigma 17-55 f2.8 and I was not sastify at all with the sharpness overall the photos (in fact my kit lens is sharper), so I sent it back to Amazon. After reading a lot of reviews I decided to try with this one, I just can say that it is awesome in all the zooms and apertures, it is sharp like a Katana!! I can not say that it is a general porpouse zoom, but in my case I shot mainly in this range since I use to make street photography and architecture photo. Also I have the Canon 50mm f1.8 in case of more zoom is needed. I haven't any front-back focus problems but I have to make more tests with it, I have bought also the Sigma Dock and I have to check the fine tuning features that you can do with it. I have had some focus problems, but I guess that the problem it is which type of AF point you select, if you use the cross type focus ones it doesn't fail at all. Also using Live view focusing mode I haven't had any problem, buy be aware about this autofocus problems because they're common in all the reviews I have read. The construction is solid and high quality, not environmental sealed but you have what you have paid for ( this Lens if it were existed in Canon L series you will pay the double). The colours and tonal contrast is also really good. I just can say this lens is a must for APS-C users."
Nestor Barrera,,Increíble! El mejor angular de todos!,"Increíble lente! Muy útil! Lo compre y es el que uso diario un 80% de las veces, tiene incluso bien marco! El bokhe es increíble! Súper nítido! Lo recomiendo al 100! Vale cada centavo pagado por el!"
Miguel Angel,,Calidad impresionante,"Calidad de imagen y constructiva impresionantes. Con su apertura máxima de 1.8, es posible tomar fotos en condiciones de poca luz sin aumentar demasiado el ISO. En las fotografías tomadas sobre trípode, la nitidez es sencillamente fabulosa.Como único pero, su rango focal es muy corto, pero eso ya lo tenía asumido y prefería la calidad por encima de la versatilidad."
RichLogic,,Exceeded expectations,Exceeded expectations. People talk about the auto-focus issues but the lens has to be calibrated to your unique camera. It's a must. Do that and all those focus complaints vanish. You can try to do it yourself but I wouldn't bother. Just pay to have your local camera shop do it for you. Absolutely amazing lens.
Christin W.,,Soooo scharf!,"Gestochen scharf, super schnell, wunderschöne Fotos! Ich benutze das Objektiv an der Nikon D500 und LIEBE es. Am Anfang war der Fokus Punkt ca. 1mm unterhalb des gewährten Punktes. Witzigerweise ist es nun aber punktgenau. Vielleicht hatte ich auch einfach was falsch gemacht. Jedenfalls ist es super!"
Nicholas,,Il miglior obiettivo per APS-C,"Miglior obiettivo in assoluto per APS-C. Utilizzo sia su Canon 650D sia su Samsung NX1 con adattatore.Super nitido anche 1.8 . E' eccezionale per i video, sfocato paragonabile al 50mm 1.4 di canon. I due ring dello zoom e del fuoco sono molto fluidi e permettono di creare cambi di fuoco eccezionali.CONSIGLIATISSIMO"
Luca Angioli,,La lente perfetta,"Arrivato ieri... che dire è in ottica che praticamente copre il range di tre fisse con un apertura introvabile si qualunque altro zoom. Su bmpcc 4K con metabones arriva a 1.2, luminosissima a low light, perfetta per il video!"
Marco1227,,Il miglior zoom mai prodotto,"Cosa dire di piu', nitido come pochi prime a 1.8, produce immagini ricche di contrasto.Qualita' costruttiva straordinaria, l'autofocus e' un po incostante ma solo a 1.8 dove richiede (ovviamente) grande precisione.Una lente che rende giustizia alla mia D7200. Una volta montata, non vorrete piu' toglierla.Se avete un apparecchio APS-C (DX) non potete non acquistarla. Se fate video, ancora di piu'.Caldamente consigliata."
davipadi,,Servizio Amazon perfetto. Prodotto fantastico.,"Sulla lente c'è poco da dire, è una delle più famose uscite negli ultimi anni. Se fosse compatibile anche con full frame sarebbe l'obiettivo perfetto, ma probabilmente costerebbe il triplo del suo prezzo attuale. Il servizio di Amazon, come al solito, è stato celere, consegnando il pacco in perfette condizioni il giorno dopo."
Nate,,Amazing lens for portraits with only minor draw-backs,"I love this lens. The photos are super sharp, although just a tad soft in corners at f/1.8 but nothing too bad. As I use this as a portrait lens, it doesn't matter if the corners are a bit soft plus I rarely shoot portraits at f/1.8 anyways.... at f/2.8 the full picture is really sharp, so this becomes a moot point.There is barely any vignetting at 18mm and distortion is really minor across the 18-35mm range.The bokeh this thing produces is amazing. The aperture blades produce some beautiful round bokeh bubbles from background light.Focus is really fast and accurate on my 800D, although in some indoor shooting scenarios recently, there were some rare occasions where AF couldn't find focus at all. My EFS 15-85mm, however, had no issues finding focus. As a work around, I enabled flash (but disabling firing). This provided the contrast needed to get a focus lock.Four small issues:1) It is heavy2) The MF/AF switch feels cheap and clunky3) The barrel is so long that the on camera flash is not really usable in most scenario (barrel casts a shadow).4) For the price and weight, you'd expect OIS.Still a definite buy from me though."
